,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5761,Console,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12
5762,Handheld,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5763,Console,2009.0,Misc,Konami Digital Entertainment,0.12,0.0,0.0,0.01,0.12
5764,Console,2009.0,Puzzle,THQ,0.12,0.0,0.0,0.01,0.12
5765,Console,2013.0,Action,Ubisoft,0.05,0.07,0.0,0.01,0.12
5766,Handheld,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5767,Handheld,2013.0,Strategy,Activision,0.05,0.04,0.0,0.03,0.12
5768,Console,1998.0,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12
5769,Console,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12
5770,Console,2003.0,Racing,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12
5771,Handheld,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5772,Handheld,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12
5773,Handheld,2006.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
5774,Handheld,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5775,Handheld,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
5776,Console,2013.0,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.12
5777,Handheld,2007.0,Fighting,THQ,0.11,0.01,0.0,0.01,0.12
5778,Handheld,2008.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
5779,Handheld,2007.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5780,Console,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12
5781,Handheld,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5782,Console,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12
5783,Handheld,2009.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5784,Handheld,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
5785,Console,1995.0,Misc,Sega,0.0,0.0,0.12,0.0,0.12
5786,Console,2014.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5787,Console,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12
5788,Handheld,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,0.12
5789,Console,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
5790,Console,2009.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12
5791,Handheld,2009.0,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12
5792,Handheld,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5793,Console,2010.0,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12
5794,Console,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12
5795,Handheld,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
5796,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
5797,Handheld,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
5798,Handheld,2008.0,Misc,Ubisoft,0.11,0.01,0.0,0.01,0.12
5799,Handheld,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5800,Console,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12
5801,Handheld,1992.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
5802,Handheld,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
5803,Handheld,1999.0,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12
5804,Console,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12
5805,Console,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12
5806,Console,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5807,Handheld,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5808,Handheld,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12
5809,Handheld,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12
5810,Handheld,2016.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5811,Handheld,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12
5812,Handheld,2008.0,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12
5813,Console,1999.0,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12
5814,Handheld,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12
5815,Console,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12
5816,Console,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
5817,Console,2008.0,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12
5818,Console,2006.0,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12
5819,Console,2011.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12
5820,Handheld,2005.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12
5821,Console,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
5822,Handheld,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12
5823,Handheld,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12
5824,Handheld,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5825,Console,2000.0,Sports,THQ,0.07,0.05,0.0,0.01,0.12
5826,Console,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12
5827,Handheld,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5828,Handheld,2004.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
5829,Handheld,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
5830,Handheld,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
5831,Console,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
5832,Handheld,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12
5833,Console,2005.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12
5834,Handheld,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.12
5835,Console,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
5836,Console,2011.0,Sports,Ubisoft,0.11,0.0,0.0,0.01,0.12
5837,Handheld,2010.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5838,Console,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12
5839,Console,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
5840,Console,2010.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12
5841,Console,2011.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
5842,Console,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
5843,Handheld,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
5844,Handheld,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5845,Handheld,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.12
5846,Console,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12
5847,Handheld,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
5848,Handheld,2016.0,Misc,Sega,0.01,0.0,0.1,0.0,0.12
5849,Console,1994.0,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
5850,Handheld,2016.0,Action,Ubisoft,0.02,0.06,0.01,0.02,0.12
5851,Handheld,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5852,Console,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12
5853,Handheld,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
5854,Console,2007.0,Adventure,Activision,0.06,0.04,0.0,0.02,0.12
5855,Console,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12
5856,Console,2016.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
5857,Console,2013.0,Shooter,Activision,0.08,0.03,0.0,0.01,0.12
5858,Handheld,2009.0,Simulation,Electronic Arts,0.11,0.0,0.0,0.01,0.12
5859,Console,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.12
5860,Console,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12
5861,Handheld,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
5862,Console,2000.0,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12
5863,Console,2001.0,Adventure,THQ,0.06,0.04,0.0,0.01,0.12
5864,Console,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12
5865,Console,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.12
5866,Console,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.12
5867,Console,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12
5868,Console,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12
5869,Handheld,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5870,Console,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12
5871,Handheld,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
5872,Console,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.01,0.12
5873,Handheld,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.12
5874,Console,2009.0,Action,Sega,0.07,0.03,0.0,0.02,0.12
5875,XOne,2015.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
5876,Handheld,2007.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12
5877,Handheld,2011.0,Platform,THQ,0.09,0.02,0.0,0.01,0.12
5878,Console,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
5879,Console,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
5880,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12
5881,Console,2013.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12
5882,Console,2011.0,Misc,Activision,0.11,0.0,0.0,0.01,0.12
5883,Handheld,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.12
5884,Handheld,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
5885,Console,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
5886,Handheld,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
5887,Console,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12
5888,Handheld,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
5889,Console,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
5890,Handheld,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.12
5891,Console,2015.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12
5892,Console,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
5893,Console,2011.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.12
5894,Handheld,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
5895,Console,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
5896,Handheld,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11
5897,Console,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
5898,Console,2010.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
5899,Console,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11
5900,Console,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11
5901,Console,2008.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11
5902,Console,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11
5903,Handheld,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11
5904,Console,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.11
5905,Console,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
5906,Console,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
5907,Console,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11
5908,Handheld,2004.0,Action,THQ,0.08,0.03,0.0,0.0,0.11
5909,Console,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11
5910,Handheld,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5911,Console,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11
5912,XOne,2015.0,Sports,Activision,0.08,0.02,0.0,0.01,0.11
5913,Handheld,2008.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.11
5914,Console,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11
5915,Handheld,2009.0,Simulation,THQ,0.11,0.0,0.0,0.01,0.11
5916,Handheld,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11
5917,Console,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11
5918,Handheld,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5919,Console,2016.0,Sports,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11
5920,Handheld,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
5921,Handheld,2005.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11
5922,Console,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11
5923,Console,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5924,Handheld,2009.0,Strategy,THQ,0.11,0.0,0.0,0.01,0.11
5925,Handheld,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11
5926,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
5927,Handheld,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
5928,Handheld,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
5929,Console,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
5930,Console,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
5931,Handheld,2009.0,Adventure,Sega,0.11,0.0,0.0,0.01,0.11
5932,Console,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11
5933,Handheld,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11
5934,Console,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11
5935,Console,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
5936,Console,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11
5937,Console,2011.0,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11
5938,Handheld,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11
5939,Console,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11
5940,Console,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11
5941,Console,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
5942,Handheld,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.11
5943,Handheld,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5944,Console,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11
5945,Console,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
5946,Console,1996.0,Racing,Sega,0.0,0.0,0.11,0.0,0.11
5947,Handheld,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
5948,Console,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11
5949,Console,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11
5950,Console,2009.0,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.11
5951,Console,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11
5952,Handheld,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11
5953,Handheld,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11
5954,Console,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11
5955,Handheld,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
5956,Handheld,2009.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11
5957,Console,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
5958,Console,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
5959,Console,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11
5960,Handheld,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
5961,Console,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
5962,Handheld,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11
5963,Console,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11
5964,Handheld,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11
5965,Console,2011.0,Fighting,THQ,0.05,0.04,0.0,0.01,0.11
5966,Console,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
5967,Console,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11
5968,Console,1995.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
5969,Handheld,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11
5970,Console,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11
5971,Console,2010.0,Misc,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11
5972,Handheld,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
5973,Handheld,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11
5974,Console,2003.0,Platform,THQ,0.08,0.02,0.0,0.0,0.11
5975,Console,2011.0,Adventure,Activision,0.0,0.08,0.0,0.03,0.11
5976,Console,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11
5977,Handheld,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5978,Handheld,2007.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
5979,Handheld,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11
5980,Console,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
5981,Console,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11
5982,Console,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5983,Console,2011.0,Adventure,THQ,0.0,0.0,0.11,0.0,0.11
5984,Console,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11
5985,Handheld,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11
5986,Console,2013.0,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11
5987,Handheld,2011.0,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11
5988,Console,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11
5989,Handheld,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
5990,Handheld,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11
5991,Console,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11
5992,Handheld,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
5993,Handheld,2007.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
5994,Console,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.11
5995,Handheld,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
5996,Console,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11
5997,Console,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
5998,Handheld,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
5999,Console,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.11
6000,Handheld,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11
6001,Handheld,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11
6002,Handheld,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11
6003,Handheld,2011.0,Action,THQ,0.09,0.01,0.0,0.01,0.11
6004,Console,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
6005,Console,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
6006,Console,1999.0,Simulation,THQ,0.09,0.02,0.0,0.0,0.11
6007,Console,2000.0,Racing,Activision,0.09,0.02,0.0,0.0,0.11
6008,Console,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11
6009,Console,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11
6010,Console,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
6011,Handheld,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
6012,Console,2015.0,Action,Activision,0.03,0.07,0.0,0.02,0.11
6013,Handheld,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
6014,Console,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11
6015,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11
6016,Console,1997.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
6017,Handheld,2004.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
6018,Console,2009.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
6019,Console,2006.0,Racing,Activision,0.1,0.01,0.0,0.01,0.11
6020,Handheld,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11
6021,Console,2002.0,Fighting,Activision,0.08,0.02,0.0,0.0,0.11
6022,Handheld,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
6023,Handheld,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11
6024,Handheld,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11
6025,Console,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
6026,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11
6027,Handheld,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
6028,Handheld,2009.0,Simulation,Activision,0.1,0.0,0.0,0.01,0.11
6029,Handheld,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
6030,Console,1996.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11
6031,Console,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11
6032,Console,2016.0,Role-Playing,Namco Bandai Games,0.0,0.09,0.0,0.02,0.11
6033,Console,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0,0.11
6034,Handheld,2006.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
6035,Handheld,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11
6036,Handheld,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11
6037,Console,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
6038,Handheld,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
6039,Console,2008.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
6040,Console,2011.0,Action,Activision,0.08,0.02,0.0,0.01,0.11
6041,Handheld,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
6042,Handheld,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11
6043,Console,2007.0,Puzzle,THQ,0.08,0.02,0.0,0.01,0.11
6044,Handheld,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.11
6045,Console,2011.0,Misc,Activision,0.06,0.03,0.0,0.02,0.11
6046,Console,2013.0,Strategy,Activision,0.06,0.04,0.0,0.01,0.11
6047,XOne,2014.0,Action,Activision,0.06,0.03,0.0,0.01,0.11
6048,Handheld,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
6049,Handheld,2007.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11
6050,Console,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11
6051,Console,1995.0,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.11
6052,Handheld,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
6053,Console,1996.0,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01,0.11
6054,Console,2009.0,Simulation,THQ,0.1,0.0,0.0,0.01,0.11
6055,Handheld,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0,0.11
6056,Handheld,2009.0,Misc,Activision,0.09,0.01,0.0,0.01,0.11
6057,Console,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11
6058,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
6059,Handheld,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
6060,Console,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11
6061,Console,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,0.11
6062,Handheld,2006.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11
6063,Handheld,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
6064,Handheld,2009.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11
6065,Console,2010.0,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11
6066,Console,2000.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
6067,Console,2006.0,Misc,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.11
6068,Handheld,2009.0,Sports,Sega,0.0,0.0,0.11,0.0,0.11
6069,Console,2003.0,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11
6070,Console,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11
6071,Console,1999.0,Racing,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
6072,Handheld,2007.0,Adventure,Activision,0.09,0.01,0.0,0.01,0.11
6073,Console,1995.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
6074,Console,1998.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11
6075,Console,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
6076,Console,1995.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
6077,Handheld,2006.0,Misc,Activision,0.1,0.0,0.0,0.01,0.11
6078,Handheld,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
